trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
13,2,2,2,2,0,0,61,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/61.png,148.84510330006015,148.84510330006015,148.84510330006015,148.84510330006015,148.84510330006015,0,0,return,0.6630998000036925,1,0,1,0,-0.24,return,0.5745185000123456,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
13,2,2,2,2,0,0,61,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.45760219998192,150.49289830005728,stimuli/alien_stimuli/61.png,61,2,13,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
14,3,3,3,8,0,5,66,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,150.49289830005728,150.49289830005728,150.49289830005728,150.49289830005728,150.49289830005728,0,0,return,0.1799800000153482,1,0,0,0.08,-0.16,return,0.10034989996347576,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
14,3,3,3,8,0,5,66,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6418025000021,151.71060700004455,stimuli/alien_stimuli/66.png,66,3,14,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
15,4,3,9,7,5,4,15,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,14,14,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/15.png,151.71060700004455,151.71060700004455,151.71060700004455,151.71060700004455,151.71060700004455,0,0,return,5.646360900020227,1,0,0,0.16,-0.16,return,5.5568643000442535,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
15,4,3,9,7,5,4,15,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.30759750003926,158.3583572000498,stimuli/alien_stimuli/15.png,15,4,15,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
16,1,4,2,7,1,3,54,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,15,15,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/54.png,158.3583572000498,158.3583572000498,158.3583572000498,158.3583572000498,158.3583572000498,0,0,return,0.17980100004933774,1,0,0,-0.08,-0.08,return,0.08599749999120831,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
16,1,4,2,7,1,3,54,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.49113510001916,159.54437100002542,stimuli/alien_stimuli/54.png,54,1,16,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
17,2,3,7,5,5,2,13,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,16,16,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/13.png,159.54437100002542,159.54437100002542,159.54437100002542,159.54437100002542,159.54437100002542,0,0,return,0.17997359996661544,1,0,0,0,-0.16,return,0.08822500007227063,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
17,2,3,7,5,5,2,13,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6744109999854,160.72436140000354,stimuli/alien_stimuli/13.png,13,2,17,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
18,4,1,7,2,3,1,32,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,17,17,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/32.png,160.72436140000354,160.72436140000354,160.72436140000354,160.72436140000354,160.72436140000354,0,0,return,0.14667550008744001,1,0,0,0.16,-0.32,return,0.052172299940139055,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
18,4,1,7,2,3,1,32,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.82460320007522,161.87453260004986,stimuli/alien_stimuli/32.png,32,4,18,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
19,1,1,5,4,4,3,24,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,18,18,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/24.png,161.87453260004986,161.87453260004986,161.87453260004986,161.87453260004986,161.87453260004986,0,0,return,0.36293340008705854,1,0,0,-0.08,-0.32,return,0.27145240001846105,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
19,1,1,5,4,4,3,24,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.1912347000325,163.24609490006696,stimuli/alien_stimuli/24.png,24,1,19,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
20,1,2,1,6,0,4,65,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,19,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,163.24609490006696,163.24609490006696,163.24609490006696,163.24609490006696,163.24609490006696,0,0,return,0.2640203000046313,1,0,0,-0.08,-0.24,return,0.1709635000443086,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
20,1,2,1,6,0,4,65,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.45769599999767,164.508135400014,stimuli/alien_stimuli/65.png,65,1,20,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
21,0,2,3,2,3,0,31,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,20,20,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/31.png,164.508135400014,164.508135400014,164.508135400014,164.508135400014,164.508135400014,0,0,return,0.2620890000835061,1,0,0,-0.16,-0.24,return,0.1683620000258088,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
21,0,2,3,2,3,0,31,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.72421800007578,165.7705019999994,stimuli/alien_stimuli/31.png,31,0,21,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
22,2,4,4,6,2,2,43,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,21,21,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/43.png,165.7705019999994,165.7705019999994,165.7705019999994,165.7705019999994,165.7705019999994,0,0,return,0.14578560006339103,1,0,0,0,-0.08,return,0.07182889990508556,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
22,2,4,4,6,2,2,43,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.87420329998713,166.93380220001563,stimuli/alien_stimuli/43.png,43,2,22,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
23,2,0,2,1,0,1,62,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,22,22,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,166.93380220001563,166.93380220001563,166.93380220001563,166.93380220001563,166.93380220001563,0,0,return,0.17973069997970015,1,0,0,0,-0.4,return,0.09056379995308816,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
23,2,0,2,1,0,1,62,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0576640999643,168.1119122999953,stimuli/alien_stimuli/62.png,62,2,23,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
24,4,4,8,9,4,5,26,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,23,23,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,168.1119122999953,168.1119122999953,168.1119122999953,168.1119122999953,168.1119122999953,0,0,return,0.1967972000129521,1,0,0,0.16,-0.08,return,0.10357429995201528,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
24,4,4,8,9,4,5,26,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2569832999725,169.30712220002897,stimuli/alien_stimuli/26.png,26,4,24,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
25,0,4,1,8,1,4,55,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,24,24,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/55.png,169.30712220002897,169.30712220002897,169.30712220002897,169.30712220002897,169.30712220002897,0,0,return,0.21308140002656728,1,0,0,-0.16,-0.08,return,0.12211430002935231,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
25,0,4,1,8,1,4,55,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.47421260003466,170.52629559999332,stimuli/alien_stimuli/55.png,55,0,25,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
26,0,1,3,3,3,2,33,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,25,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/33.png,170.52629559999332,170.52629559999332,170.52629559999332,170.52629559999332,170.52629559999332,0,0,return,0.129765999969095,1,0,0,-0.16,-0.32,return,0.04618040006607771,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
26,0,1,3,3,3,2,33,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.60767250007484,171.66087769996375,stimuli/alien_stimuli/33.png,33,0,26,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
27,2,4,6,8,4,4,25,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,26,26,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/25.png,171.66087769996375,171.66087769996375,171.66087769996375,171.66087769996375,171.66087769996375,0,0,return,0.5134360999800265,1,0,0,0,-0.08,return,0.4193885999266058,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
27,2,4,6,8,4,4,25,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.12463219999336,173.17493610002566,stimuli/alien_stimuli/25.png,25,2,27,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
28,1,2,2,4,1,2,53,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,27,27,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/53.png,173.17493610002566,173.17493610002566,173.17493610002566,173.17493610002566,173.17493610002566,0,0,return,0.34598209999967366,1,0,0,-0.08,-0.24,return,0.2637939000269398,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
28,1,2,2,4,1,2,53,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.47417269996367,174.524847600027,stimuli/alien_stimuli/53.png,53,1,28,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
29,3,0,7,2,4,2,23,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,28,28,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/23.png,174.524847600027,174.524847600027,174.524847600027,174.524847600027,174.524847600027,0,0,return,0.3804159000283107,1,0,0,0.08,-0.4,return,0.2982670000055805,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
29,3,0,7,2,4,2,23,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.8577580000274,175.9091233999934,stimuli/alien_stimuli/23.png,23,3,29,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
30,4,2,6,7,2,5,46,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,29,29,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,175.9091233999934,175.9091233999934,175.9091233999934,175.9091233999934,175.9091233999934,0,0,return,0.12949510000180453,1,0,0,0.16,-0.24,return,0.033031599945388734,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
30,4,2,6,7,2,5,46,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.9907389000291,177.07396459998563,stimuli/alien_stimuli/46.png,46,4,30,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
31,0,3,5,6,5,3,14,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,30,30,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/14.png,177.07396459998563,177.07396459998563,177.07396459998563,177.07396459998563,177.07396459998563,0,0,return,0.21289680001791567,1,0,0,-0.16,-0.16,return,0.0903327000560239,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
31,0,3,5,6,5,3,14,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.20737209997606,178.27465360006317,stimuli/alien_stimuli/14.png,14,0,31,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
32,1,1,2,6,1,5,56,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,31,31,31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/56.png,178.27465360006317,178.27465360006317,178.27465360006317,178.27465360006317,178.27465360006317,0,0,return,0.14651009999215603,1,0,0,-0.08,-0.32,return,0.04563499998766929,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
32,1,1,2,6,1,5,56,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.35765540006105,179.40633959998377,stimuli/alien_stimuli/56.png,56,1,32,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
33,2,2,4,3,2,1,42,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,32,32,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/42.png,179.40633959998377,179.40633959998377,179.40633959998377,179.40633959998377,179.40633959998377,0,0,return,0.19678559992462397,1,0,0,0,-0.24,return,0.10921689996030182,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
33,2,2,4,3,2,1,42,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.55776830005925,180.60900260007475,stimuli/alien_stimuli/42.png,42,2,33,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
34,4,4,7,9,3,5,36,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,33,33,33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,180.60900260007475,180.60900260007475,180.60900260007475,180.60900260007475,180.60900260007475,0,0,return,0.39625500002875924,1,0,0,0.16,-0.08,return,0.31567220005672425,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
34,4,4,7,9,3,5,36,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.9575108999852,182.01134970004205,stimuli/alien_stimuli/36.png,36,4,34,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
35,0,0,5,1,5,1,12,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,34,34,34,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/12.png,182.01134970004205,182.01134970004205,182.01134970004205,182.01134970004205,182.01134970004205,0,0,return,0.38008480006828904,1,0,0,-0.16,-0.4,return,0.29507650004234165,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
35,0,0,5,1,5,1,12,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.34110359998886,183.39216889999807,stimuli/alien_stimuli/12.png,12,0,35,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
36,3,1,5,1,2,0,41,72,test_exp,untrained_1D_sec_leftout,,,,,,,,,,,,,,,,,,,,,0,35,35,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/41.png,183.39216889999807,183.39216889999807,183.39216889999807,183.39216889999807,183.39216889999807,0,0,return,9.096337600029074,1,0,0,0.08,-0.32,return,9.004795299959369,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
36,3,1,5,1,2,0,41,72,test_exp,untrained_1D_sec_leftout,,,,,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.44093669997528,193.4879229000071,stimuli/alien_stimuli/41.png,41,3,36,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
37,2,1,3,5,1,4,55,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,36,36,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/55.png,193.4879229000071,193.4879229000071,193.4879229000071,193.4879229000071,193.4879229000071,0,0,return,0.46341189998202026,1,0,0,0,-0.32,return,0.3729399999137968,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
37,2,1,3,5,1,4,55,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.90768870001193,194.96250799996778,stimuli/alien_stimuli/55.png,55,2,37,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
38,0,2,0,4,0,2,63,72,test_exp,untrained_1D_first_leftout,,,,,,,,,,,,,,,,,,,,,0,37,37,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/63.png,194.96250799996778,194.96250799996778,194.96250799996778,194.96250799996778,194.96250799996778,0,0,return,0.7630561999976635,1,0,0,-0.16,-0.24,return,0.6724432999035344,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
38,0,2,0,4,0,2,63,72,test_exp,untrained_1D_first_leftout,,,,,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.67413200007286,196.72262500005309,stimuli/alien_stimuli/63.png,63,0,38,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
39,2,3,4,5,2,2,43,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,38,38,38,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/43.png,196.72262500005309,196.72262500005309,196.72262500005309,196.72262500005309,196.72262500005309,0,0,return,0.6135040000081062,1,0,0,0,-0.16,return,0.5199476999696344,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
